,influencer_name,follower_name
13098,Soft Machine,Brian Eno
13099,Led Zeppelin,Montrose
13100,The Beatles,Brian Eno
13101,Silver Apples,Brian Eno
13102,Cream,Montrose
13103,The Velvet Underground,Brian Eno
13104,Pink Floyd,Brian Eno
13105,Devo,They Might Be Giants
13106,Jonathan Richman,They Might Be Giants
13107,The Residents,They Might Be Giants
13108,The Hollies,The Posies
13109,Badfinger,The Posies
13110,Big Star,The Posies
13111,Paul Collins,The Posies
13112,Neil Diamond,Anne Murray
13113,Joni Mitchell,Anne Murray
13114,Dusty Springfield,Anne Murray
13115,Buddy Holly,Ramones
13116,The Damned,The Weirdos
13117,The Doors,The Weirdos
13118,Cheap Trick,The Weirdos
13119,Faces,The Weirdos
13120,T. Rex,The Weirdos
13121,Iggy Pop,Ramones
13122,Neil Young,David Allan Coe
13123,The Standells,Ramones
13124,The Remains,Ramones
13125,The Rolling Stones,Ramones
13126,New York Dolls,Ramones
13127,The Kinks,The Posies
13128,Cheap Trick,The Posies
13129,Pilot,The Posies
13130,Buddy Holly,Tommy Roe
13131,Kylie Minogue,Britney Spears
13132,France Gall,Britney Spears
13133,Debbie Gibson,Britney Spears
13134,Tiffany,Britney Spears
13135,Buddy Holly,Anne Murray
13136,Petula Clark,Anne Murray
13137,Paula Abdul,Britney Spears
13138,Spice Girls,Britney Spears
13139,Elvis Presley,Anne Murray
13140,The Velvet Underground,Ramones
13141,The Beatles,Anne Murray
13142,The Shangri-Las,Amy Winehouse
13143,The Specials,Amy Winehouse
13144,Joan Osborne,Amy Winehouse
13145,Bananarama,Amy Winehouse
13146,Was (Not Was),Amy Winehouse
13147,Little Richard,Amy Winehouse
13148,The Everly Brothers,Tommy Roe
13149,Ritchie Valens,Tommy Roe
13150,Jerry Lee Lewis,Tommy Roe
13151,Neneh Cherry,Amy Winehouse
13152,Joey Dee,Ramones
13153,The Chocolate Watchband,Ramones
13154,The Fugs,Ramones
13155,The Byrds,The Buckinghams
13156,The Animals,The Buckinghams
13157,Sex Pistols,The Weirdos
13158,The Beatles,The Buckinghams
13159,Deep Purple,Budgie
13160,Prefab Sprout,The Proclaimers
13161,Joni Mitchell,Brian Blade
13162,Cabaret Voltaire,Aphex Twin
13163,Robert Fripp,Aphex Twin
13164,The Yardbirds,The Buckinghams
13165,Captain Beefheart,They Might Be Giants
13166,Squeeze,They Might Be Giants
13167,The Bonzo Dog Band,They Might Be Giants
13168,The Beatles,They Might Be Giants
13169,Split Enz,They Might Be Giants
13170,John Prine,Todd Snider
13171,XTC,They Might Be Giants
13172,Thompson Twins,They Might Be Giants
13173,10cc,They Might Be Giants
13174,Ramones,They Might Be Giants
13175,Violent Femmes,They Might Be Giants
13176,Dan Penn,The Box Tops
13177,Gene Pitney,The Buckinghams
13178,Bobby Vee,The Buckinghams
13179,The Beatles,Ramones
13180,Slade,Ramones
13181,The Who,Ramones
13182,The Troggs,Ramones
13183,The Stooges,Ramones
13184,Elvis Presley,David Allan Coe
13185,Bob Dylan,David Allan Coe
13186,Jackie DeShannon,Anne Murray
13187,The Searchers,The Buckinghams
13188,Del Shannon,The Buckinghams
13189,Leonard Cohen,Anne Murray
13190,The Rolling Stones,The Weirdos
13191,New York Dolls,The Weirdos
13192,The Stooges,The Weirdos
13193,David Bowie,The Weirdos
13194,The Runaways,The Weirdos
13195,Ramones,The Weirdos
13196,Widespread Panic,Strangefolk
13197,Jerry Garcia,Strangefolk
13198,The Beach Boys,The Buckinghams
13199,Iggy Pop,The Weirdos
13200,The Beatles,Joshua Radin
13201,Nick Drake,Joshua Radin
13202,Howie Day,Joshua Radin
13203,blink-182,Motion City Soundtrack
13204,The Kinks,10cc
13205,The Get Up Kids,Motion City Soundtrack
13206,Jimmy Eat World,Motion City Soundtrack
13207,Pixies,Motion City Soundtrack
13208,Bob Dylan,Mott the Hoople
13209,The Kinks,Mott the Hoople
13210,Cream,Mott the Hoople
13211,The Hollies,10cc
13212,Chuck Berry,Mott the Hoople
13213,The Yardbirds,Mott the Hoople
13214,David Bowie,Mott the Hoople
13215,The Who,Mott the Hoople
13216,The Beatles,Mott the Hoople
13217,Bee Gees,10cc
13218,The Beatles,Morrissey
13219,Fugazi,Against Me!
13220,Dashboard Confessional,Motion City Soundtrack
13221,Mercyful Fate,Arch Enemy
13222,Archers of Loaf,Motion City Soundtrack
13223,Frank Zappa,10cc
13224,Sunny Day Real Estate,Motion City Soundtrack
13225,Procol Harum,10cc
13226,The Kinks,Morrissey
13227,Freddie Mercury,Morrissey
13228,John Cale,Morrissey
13229,Jimmy Eat World,Against Me!
13230,Lou Reed,Morrissey
13231,Sandie Shaw,Morrissey
13232,Scott Walker,Morrissey
13233,Love,Morrissey
13234,Small Faces,Morrissey
13235,The Clash,Against Me!
13236,Bryan Ferry,Morrissey
13237,David Bowie,Morrissey
13238,The Byrds,Morrissey
13239,Gary Glitter,Morrissey
13240,Patti Smith,Morrissey
13241,Jawbreaker,Against Me!
13242,The Rolling Stones,Mott the Hoople
13243,Little Richard,Mott the Hoople
13244,The Velvet Underground,Morrissey
13245,Anti-Flag,Against Me!
13246,Seaweed,Against Me!
13247,The Jam,Morrissey
13248,Everything But the Girl,Morcheeba
13249,Talking Heads,Morcheeba
13250,New York Dolls,Morrissey
13251,Dusty Springfield,April March
13252,Serge Gainsbourg,April March
13253,The Replacements,Against Me!
13254,Screeching Weasel,Against Me!
13255,Pegboy,Against Me!
13256,FranÃ§oise Hardy,April March
13257,Hot Water Music,Against Me!
13258,MDC,Against Me!
13259,Discharge,Against Me!
13260,Green Day,Against Me!
13261,Cursive,Against Me!
13262,Billy Bragg,Against Me!
13263,France Gall,April March
13264,The Move,10cc
13265,The Rentals,Motion City Soundtrack
13266,Wishbone Ash,Thin Lizzy
13267,Days of the New,Theory of a Deadman
13268,Live,Theory of a Deadman
13269,Roxy Music,Morrissey
13270,Minor Threat,Against Me!
13271,The Pogues,Against Me!
13272,Strung Out,Against Me!
13273,David Byrne,Morcheeba
13274,Madonna,Morcheeba
13275,Portishead,Morcheeba
13276,Brian Eno,Morcheeba
13277,Captain Beefheart,The Soft Boys
13278,Nick Lowe,The Soft Boys
13279,The Beatles,The Soft Boys
13280,The Byrds,The Soft Boys
13281,BjÃ¶rk,Morcheeba
13282,Cranes,Morcheeba
13283,Saint Etienne,Morcheeba
13284,A.R. Kane,Morcheeba
13285,The 13th Floor Elevators,The Soft Boys
13286,Superchunk,Archers of Loaf
13287,Camper Van Beethoven,Archers of Loaf
13288,Annihilator,Arch Enemy
13289,The Rolling Stones,Tina Turner
13290,Bowling for Soup,Against Me!
13291,Chumbawamba,Against All Authority
13292,Avail,Against Me!
13293,The Sugarcubes,Morcheeba
13294,Propagandhi,Against Me!
13295,Sparks,Morrissey
13296,The Velvet Underground,Mott the Hoople
13297,Bob Dylan,The Wallflowers
13298,The Clash,The Wallflowers
13299,Dire Straits,The Wallflowers
13300,Uncle Tupelo,The Wallflowers
13301,John Mellencamp,The Wallflowers
13302,R.E.M.,The Wallflowers
13303,Neil Young,The Wallflowers
13304,Bruce Springsteen,The Wallflowers
13305,Tom Petty,The Wallflowers
13306,The Byrds,The Wallflowers
13307,The Beatles,The Wallflowers
13308,Nick Lowe,The Wallflowers
13309,The Smithereens,The Wallflowers
13310,X,The Wallflowers
13311,Grateful Dead,The Wallflowers
13312,Madonna,MÃ³nica Naranjo
13313,Michael Bolton,MÃ³nica Naranjo
13314,Mina,MÃ³nica Naranjo
13315,Buddy Holly,The 13th Floor Elevators
13316,Elvis Costello,The Wallflowers
13317,Devo,Mr. Bungle
13318,The Yardbirds,The 13th Floor Elevators
13319,Portishead,Thievery Corporation
13320,Jimmy Eat World,The Dangerous Summer
13321,Third Eye Blind,The Dangerous Summer
13322,Talking Heads,Mr. Bungle
13323,The Legendary Pink Dots,Mr. Bungle
13324,The Beach Boys,Mr. Bungle
13325,Slayer,Mr. Bungle
13326,Curved Air,Ryuichi Sakamoto
13327,Robert Fripp,Ryuichi Sakamoto
13328,Robert Wyatt,Ryuichi Sakamoto
13329,The Kinks,The 13th Floor Elevators
13330,Rick Wakeman,Ryuichi Sakamoto
13331,Brian Eno,Ryuichi Sakamoto
13332,Bob Dylan,Tim Hardin
13333,Bo Diddley,Tim Hardin
13334,Gong,Ryuichi Sakamoto
13335,The Band,Ace
13336,The Rolling Stones,The 13th Floor Elevators
13337,Little Richard,The 13th Floor Elevators
13338,The Beatles,The 13th Floor Elevators
13339,Frank Zappa,Mr. Bungle
13340,David Bowie,Ryuichi Sakamoto
13341,Bo Diddley,Ace Frehley
13342,Jimi Hendrix,Mountain
13343,The Smiths,Los Campesinos!
13344,Dion & the Belmonts,Art Garfunkel
13345,The Clash,The Selecter
13346,"Crosby, Stills & Nash",Ace
13347,Eagles,Ace
13348,Ry Cooder,Ace
13349,Soul Coughing,Los Campesinos!
13350,The Lightning Seeds,Los Campesinos!
13351,Luscious Jackson,Los Campesinos!
13352,Ramones,Los Campesinos!
13353,Frankie Valli,Art Garfunkel
13354,Iron Butterfly,Mountain
13355,Guided by Voices,Los Campesinos!
13356,Bright Eyes,Los Campesinos!
13357,Broken Social Scene,Los Campesinos!
13358,Yo La Tengo,Los Campesinos!
13359,The Rascals,Mountain
13360,Pavement,Los Campesinos!
13361,The Yardbirds,Thin Lizzy
13362,The Who,Thin Lizzy
13363,Pavement,Archers of Loaf
13364,They Might Be Giants,Los Campesinos!
13365,Jerry Cantrell,Theory of a Deadman
13366,Bo Diddley,The 13th Floor Elevators
13367,Bob Dylan,The 13th Floor Elevators
13368,Frank Zappa,Mountain
13369,Violent Femmes,Los Campesinos!
13370,Slayer,Annihilator
13371,Cream,Mountain
13372,Blue Cheer,Mountain
13373,Steppenwolf,Mountain
13374,Triumph,Annihilator
13375,Iron Maiden,Annihilator
13376,Rush,Annihilator
13377,Sebadoh,Los Campesinos!
13378,Judas Priest,Annihilator
13379,Mercyful Fate,Annihilator
13380,Megadeth,Annihilator
13381,Metallica,Annihilator
13382,Bruce Dickinson,Annihilator
13383,Accept,Annihilator
13384,Anvil,Annihilator
13385,Alice Cooper,Ace Frehley
13386,Vanilla Fudge,Mountain
13387,The Yardbirds,Mountain
13388,Dio,Annihilator
13389,Jimi Hendrix,Michelle Branch
13390,Matchbox Twenty,Theory of a Deadman
13391,Creed,Theory of a Deadman
13392,Keith Richards,Stevie Ray Vaughan
13393,Derek & the Dominos,Stevie Ray Vaughan
13394,Dick Dale,Stevie Ray Vaughan
13395,Robin Trower,Stevie Ray Vaughan
13396,The Rolling Stones,Stevie Ray Vaughan
13397,Helmet,Three Days Grace
13398,Candlebox,Three Days Grace
13399,Jawbox,Three Days Grace
13400,Pearl Jam,Three Days Grace
13401,Smashing Pumpkins,Three Days Grace
13402,Janis Joplin,Buffy Sainte-Marie
13403,The Standells,The Real Kids
13404,The Rolling Stones,The Real Kids
13405,Eddie Cochran,The Real Kids
13406,Ramones,The Real Kids
13407,Flamin' Groovies,The Real Kids
13408,Whitesnake,Bulletboys
13409,Chuck Berry,The Real Kids
13410,Van Halen,Bulletboys
13411,ZZ Top,Stevie Ray Vaughan
13412,Sunny Day Real Estate,Three Days Grace
13413,Toadies,Three Days Grace
13414,Jimi Hendrix,Stevie Ray Vaughan
13415,Counting Crows,Our Lady Peace
13416,The Smiths,Aslan
13417,The Rolling Stones,Tom Petty
13418,Soundgarden,Stone Temple Pilots
13419,T. Rex,Stone Temple Pilots
13420,Pearl Jam,Stone Temple Pilots
13421,Smashing Pumpkins,Our Lady Peace
13422,Alice in Chains,Our Lady Peace
13423,Big Star,Stone Temple Pilots
13424,The Kinks,The Real Kids
13425,Kiss,Stone Temple Pilots
13426,Black Flag,Stone Temple Pilots
13427,Soundgarden,Three Days Grace
13428,Alice in Chains,Three Days Grace
13429,U2,Aslan
13430,T. Rex,Aslan
13431,Black Sabbath,Three Days Grace
13432,Seven Mary Three,Three Days Grace
13433,Tantric,Three Days Grace
13434,Stone Temple Pilots,Three Days Grace
13435,Soundgarden,Our Lady Peace
13436,U2,Our Lady Peace
13437,The Velvet Underground,The Posies
13438,Soundgarden,Stone Sour
13439,Thin Lizzy,Stone Temple Pilots
13440,Mott the Hoople,Stone Temple Pilots
13441,Aerosmith,Stone Temple Pilots
13442,The Beatles,Stone Temple Pilots
13443,Iron Butterfly,Stone Temple Pilots
13444,Chris Cornell,Stone Temple Pilots
13445,Jane's Addiction,Stone Temple Pilots
13446,Jethro Tull,Stone Temple Pilots
13447,The Rolling Stones,Stone Temple Pilots
13448,Hurt,Stone Temple Pilots
13449,Creed,Three Days Grace
13450,Tool,Three Days Grace
13451,Machines of Loving Grace,Three Days Grace
13452,Paul Simon,Joshua Radin
13453,Bob Dylan,Joshua Radin
13454,Iron and Wine,Joshua Radin
13455,Elliott Smith,Joshua Radin
13456,Don McLean,Joshua Radin
13457,David Gray,Joshua Radin
13458,David Bowie,Stone Temple Pilots
13459,Mudhoney,Stone Temple Pilots
13460,Nirvana,Stone Temple Pilots
13461,Pink Floyd,Stone Temple Pilots
13462,Alice in Chains,Stone Sour
13463,The Beatles,The Posies
13464,Guadalcanal Diary,The Posies
13465,Bread,The Posies
13466,Mott the Hoople,The Posies
13467,The Soft Boys,The Posies
13468,The dB's,The Posies
13469,The Move,The Posies
13470,Tesla,Stone Sour
13471,MÃ¶tley CrÃ¼e,Bulletboys
13472,Metallica,Stone Sour
13473,MC5,The Real Kids
13474,Dokken,Bulletboys
13475,The Beatles,The Real Kids
13476,Buddy Holly,The Real Kids
13477,The Who,The Real Kids
13478,Cheap Trick,Stone Temple Pilots
13479,The Doors,Stone Temple Pilots
13480,Led Zeppelin,Stone Temple Pilots
13481,The Cult,Stone Temple Pilots
13482,Stone Temple Pilots,Stone Sour
13483,Live,Our Lady Peace
13484,R.E.M.,Our Lady Peace
13485,Nirvana,Our Lady Peace
13486,King's X,Third Day
13487,Gin Blossoms,Third Day
13488,The Clash,Anti-Nowhere League
13489,The Damned,Anti-Nowhere League
13490,Joe Strummer,Anti-Nowhere League
13491,Sex Pistols,Anti-Nowhere League
13492,Ramones,Anti-Nowhere League
13493,The Stooges,Anti-Nowhere League
13494,The Who,Anti-Nowhere League
13495,Soundgarden,Theory of a Deadman
13496,Alice in Chains,Theory of a Deadman
13497,Shinedown,Theory of a Deadman
13498,Pearl Jam,Theory of a Deadman
13499,AFI,Thursday
13500,The Dillinger Escape Plan,Thursday
13501,Weezer,Motion City Soundtrack
13502,The Who,Argent
13503,The Beatles,Argent
13504,U2,Acceptance
13505,The Police,Third Day
13506,Pearl Jam,Third Day
13507,Soundgarden,Third Day
13508,The Rolling Stones,Thin Lizzy
13509,Tool,Theory of a Deadman
13510,Nickelback,Theory of a Deadman
13511,Bad Brains,Thursday
13512,Circle Jerks,Thursday
13513,Converge,Thursday
13514,The Cure,Thursday
13515,Hot Water Music,Thursday
13516,Rites of Spring,Thursday
13517,Joy Division,Thursday
13518,Coldplay,Acceptance
13519,Nirvana,Thursday
13520,Minor Threat,Thursday
13521,The Who,Thursday
13522,Sunny Day Real Estate,Thursday
13523,Saliva,Theory of a Deadman
13524,Korn,Theory of a Deadman
13525,Glassjaw,Thursday
13526,Collective Soul,Theory of a Deadman
13527,The Allman Brothers Band,Thin Lizzy
13528,Slade,Thin Lizzy
13529,The Police,Thursday
13530,Social Distortion,Tiger Army
13531,The Cramps,Tiger Army
13532,Morrissey,Tiger Army
13533,Guns N' Roses,Mother Love Bone
13534,Melvins,Mother Love Bone
13535,John Lennon,Mother Love Bone
13536,Free,Mother Love Bone
13537,Deep Purple,Mother Love Bone
13538,Led Zeppelin,Mother Love Bone
13539,The Doors,Mother Love Bone
13540,T. Rex,Mother Love Bone
13541,The Outlaws,Tim McGraw
13542,The Stooges,Mother Love Bone
13543,Boston,April Wine
13544,The Kinks,Argent
13545,Derek & the Dominos,Tom Petty
13546,Roy Orbison,Tom Petty
13547,The 13th Floor Elevators,Butthole Surfers
13548,Pearl Jam,Our Lady Peace
13549,David Bowie,Aslan
13550,Jane's Addiction,Our Lady Peace
13551,The Rolling Stones,Aslan
13552,Stone Temple Pilots,Our Lady Peace
13553,The Rascals,April Wine
13554,Tantric,Theory of a Deadman
13555,Aerosmith,Mother Love Bone
13556,Eagles,Tim McGraw
13557,Misfits,Tiger Army
13558,Yngwie Malmsteen,Buckethead
13559,Bob Dylan,Tim Buckley
13560,The Beatles,Tim Buckley
13561,Superchunk,Motion City Soundtrack
13562,The Cars,Motion City Soundtrack
13563,Barenaked Ladies,Motion City Soundtrack
13564,Fastball,Motion City Soundtrack
13565,Green Day,Motion City Soundtrack
13566,Black Sabbath,Mother Love Bone
13567,Jawbox,Motion City Soundtrack
13568,The Beatles,10cc
13569,The Zombies,10cc
13570,The Zombies,Argent
13571,Jimi Hendrix,Argent
13572,The Promise Ring,Thursday
13573,Procol Harum,Argent
13574,Quicksand,Thursday
13575,Yo-Yo,Missy Elliott
13576,The Velvet Underground,Mother Love Bone
13577,Foo Fighters,Motion City Soundtrack
13578,The Partridge Family,Ace of Base
13579,Led Zeppelin,Michelle Branch
13580,The Rolling Stones,Ocean Colour Scene
13581,Jeff Beck,Robin Trower
13582,Social Distortion,Rocket from the Crypt
13583,The Cramps,Rocket from the Crypt
13584,Dead Boys,Rocket from the Crypt
13585,MC5,Rocket from the Crypt
13586,The Replacements,Rocket from the Crypt
13587,Mission of Burma,Rocket from the Crypt
13588,HÃ¼sker DÃ¼,Rocket from the Crypt
13589,Jawbreaker,Rocket from the Crypt
13590,The Rolling Stones,Rocket from the Crypt
13591,Pixies,Rocket from the Crypt
13592,X,Rocket from the Crypt
13593,Lulu,Samantha Mumba
13594,Jimi Hendrix,Robin Trower
13595,Robert Fripp,Robin Trower
13596,Joy Division,Liquid Liquid
13597,France Gall,Saint Etienne
13598,The Beach Boys,Saint Etienne
13599,Cocteau Twins,Saint Etienne
13600,P!nk,Lindsay Lohan
13601,Britney Spears,Lindsay Lohan
13602,Gwen Stefani,Lindsay Lohan
13603,Jennifer Love Hewitt,Lindsay Lohan
13604,Rick Springfield,Savage Garden
13605,a-ha,Savage Garden
13606,Air Supply,Savage Garden
13607,George Michael,Savage Garden
13608,The The,Savage Garden
13609,Daryl Hall & John Oates,Savage Garden
13610,INXS,Savage Garden
13611,Pet Shop Boys,Scissor Sisters
13612,Madonna,Scissor Sisters
13613,Eurythmics,Saint Etienne
13614,Soft Machine,Vangelis
13615,The Who,Robin Trower
13616,David Gilmour,Robin Trower
13617,The Beatles,Robin Trower
13618,The Rolling Stones,Robin Trower
13619,Blondie,Romeo Void
13620,X-Ray Spex,Romeo Void
13621,Blondie,Lindsay Lohan
13622,Pat Benatar,Lindsay Lohan
13623,Jessica Simpson,Lindsay Lohan
13624,Christina Aguilera,Lindsay Lohan
13625,Roxette,Savage Garden
13626,Depeche Mode,Saint Etienne
13627,Love,Saint Etienne
13628,REO Speedwagon,Loverboy
13629,Aerosmith,Loverboy
13630,Heart,Loverboy
13631,Queen,Loverboy
13632,Styx,Loverboy
13633,Steppenwolf,Uriah Heep
13634,The Kinks,Uriah Heep
13635,Chuck Berry,Uriah Heep
13636,Led Zeppelin,Uriah Heep
13637,Deep Purple,Uriah Heep
13638,Vanilla Fudge,Uriah Heep
13639,Pink Floyd,Uriah Heep
13640,The Who,Uriah Heep
13641,Led Zeppelin,Loverboy
13642,The Beatles,Uriah Heep
13643,Iron Butterfly,Uriah Heep
13644,The Rolling Stones,Uriah Heep
13645,The Rolling Stones,Lowell George
13646,David Bowie,Julieta Venegas
13647,The Sonics,Uriah Heep
13648,Tuxedomoon,Scissor Sisters
13649,Public Image Ltd.,Liquid Liquid
13650,Talking Heads,Liquid Liquid
13651,New Order,Saint Etienne
13652,The Ronettes,Saint Etienne
13653,Georgie Fame,Saint Etienne
13654,Happy Mondays,Saint Etienne
13655,Brian Eno,Saint Etienne
13656,Big Audio Dynamite,Saint Etienne
13657,The Human League,Saint Etienne
13658,Eric Clapton,Robin Trower
13659,The Band,Mark Knopfler
13660,Pet Shop Boys,Saint Etienne
13661,Bob Dylan,Mark Knopfler
13662,J.J. Cale,Mark Knopfler
13663,Eric Clapton,Mark Knopfler
13664,Van Morrison,Mark Knopfler
13665,Jerry Garcia,Mark Knopfler
13666,The Beatles,Mark Knopfler
13667,Keith Richards,Mark Knopfler
13668,The Rolling Stones,Mark Knopfler
13669,The Kinks,Robin Trower
13670,Cream,Robin Trower
13671,The Kinks,Mark Knopfler
13672,Suzanne Vega,Julieta Venegas
13673,Pet Shop Boys,Savage Garden
13674,Madonna,Savage Garden
13675,Queen,Scissor Sisters
13676,The Rolling Stones,Scissor Sisters
13677,Tiffany,Scissor Sisters
13678,Crazy Horse,Lucinda Williams
13679,Buffalo Springfield,Lucinda Williams
13680,Eagles,Lucinda Williams
13681,Dusty Springfield,Lucinda Williams
13682,Del Shannon,Lucinda Williams
13683,The Flying Burrito Brothers,Lucinda Williams
13684,Delaney & Bonnie,Lucinda Williams
13685,John Fogerty,Lucinda Williams
13686,Joni Mitchell,Lucinda Williams
13687,Nick Drake,Lucinda Williams
13688,Neil Young,Lucinda Williams
13689,Bruce Cockburn,Lucinda Williams
13690,Spirit,Lucinda Williams
13691,John Hiatt,Lucinda Williams
13692,MC5,Pere Ubu
13693,Jimi Hendrix,Pere Ubu
13694,Roxy Music,Scissor Sisters
13695,Elton John,Scissor Sisters
13696,Tom Tom Club,Scissor Sisters
13697,ABC,Scissor Sisters
13698,Twisted Sister,Lit
13699,311,Lit
13700,Dave Edmunds,Juice Newton
13701,Linda Ronstadt,Juice Newton
13702,The Marshall Tucker Band,Sawyer Brown
13703,Eagles,Sawyer Brown
13704,REO Speedwagon,Sawyer Brown
13705,Bob Dylan,Van Dyke Parks
13706,The Beatles,Van Dyke Parks
13707,Wham!,Scissor Sisters
13708,Bob Dylan,Pere Ubu
13709,Rickie Lee Jones,Julia Fordham
13710,Gram Parsons,Lucinda Williams
13711,Lou Reed,Pere Ubu
13712,Bob Dylan,Lucinda Williams
13713,Pink Floyd,Scissor Sisters
13714,David Bowie,Scissor Sisters
13715,George Michael,Scissor Sisters
13716,Thompson Twins,Scissor Sisters
13717,A Flock of Seagulls,Scissor Sisters
13718,Frank Zappa,Pere Ubu
13719,Depeche Mode,Savage Garden
13720,Guns N' Roses,Little Caesar
13721,The Yardbirds,Savoy Brown
13722,Bo Diddley,Savoy Brown
13723,Go West,Savage Garden
13724,The Monks,Pere Ubu
